Year,State,District,RICE YIELD (Kg per ha),RICE IRRIGATED AREA (1000 ha),RABI SORGHUM YIELD (Kg per ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM YIELD (Kg per ha),SORGHUM IRRIGATED AREA (1000 ha),SUGARCANE YIELD (Kg per ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON YIELD (Kg per ha),COTTON IRRIGATED AREA (1000 ha),Zn %,Fe%,Cu %,Mn %,B %,S %
1976,Kerala,Kollam,1342.19,12.1,0,0,0,0,493.31,0,0,0,95,99.38,98.78,96.77,68.7,75.94
1977,Kerala,Kollam,1425,2.77,0,0,0,0,453.37,0.17,0,0,95,99.38,98.78,96.77,68.7,75.94
1978,Kerala,Kollam,1603.84,5.22,0,0,0,0,454.05,0.08,0,0,95,99.38,98.78,96.77,68.7,75.94
1979,Kerala,Kollam,1623.09,2.73,0,0,0,0,439.97,0,0,0,95,99.38,98.78,96.77,68.7,75.94
1980,Kerala,Kollam,1641.97,0.87,0,0,0,0,439.94,0,0,0,95,99.38,98.78,96.77,68.7,75.94
1981,Kerala,Kollam,1653.95,5.78,0,0,0,0,440.07,0,0,0,95,99.38,98.78,96.77,68.7,75.94
1982,Kerala,Kollam,1730.73,5.81,0,0,0,0,576.57,0,0,0,95,99.38,98.78,96.77,68.7,75.94
1983,Kerala,Kollam,1456.5,10.08,0,0,0,0,576.64,0,0,0,95,99.38,98.78,96.77,68.7,75.94
1984,Kerala,Kollam,1724.46,10.87,0,0,0,0,576.61,0.01,0,0,95,99.38,98.78,96.77,68.7,75.94
1985,Kerala,Kollam,1796.71,8.81,0,0,0,0,587.42,0.05,0,0,95,99.38,98.78,96.77,68.7,75.94
1986,Kerala,Kollam,1724.7,8.13,0,0,0,0,698.63,0.07,0,0,95,99.38,98.78,96.77,68.7,75.94
1987,Kerala,Kollam,1962.33,7.78,0,0,0,0,701.9,0.12,0,0,95,99.38,98.78,96.77,68.7,75.94
1988,Kerala,Kollam,1836.31,6.57,0,0,0,0,697.11,0.09,0,0,95,99.38,98.78,96.77,68.7,75.94
1989,Kerala,Kollam,2021.55,5.86,0,0,500,0,672.19,0.07,0,0,95,99.38,98.78,96.77,68.7,75.94
1990,Kerala,Kollam,2047.83,6.88,0,0,0,0,666.67,0.07,0,0,95,99.38,98.78,96.77,68.7,75.94
1991,Kerala,Kollam,1879.08,6.58,0,0,0,0,662.92,0,0,0,95,99.38,98.78,96.77,68.7,75.94
1992,Kerala,Kollam,2138.09,7.44,0,0,0,0,651.69,0.05,0,0,95,99.38,98.78,96.77,68.7,75.94
1993,Kerala,Kollam,2055.94,7.63,0,0,0,0,654.76,0.06,0,0,95,99.38,98.78,96.77,68.7,75.94
1994,Kerala,Kollam,1976.6,8.71,0,0,0,0,760,0.06,0,0,95,99.38,98.78,96.77,68.7,75.94
1995,Kerala,Kollam,2127.82,7.02,0,0,0,0,612.24,0.49,0,0,95,99.38,98.78,96.77,68.7,75.94
1996,Kerala,Kollam,1985.25,7.38,0,0,0,0,640,0.25,0,0,95,99.38,98.78,96.77,68.7,75.94
1997,Kerala,Kollam,1929.3,4.7,0,0,0,0,642.86,0.28,0,0,95,99.38,98.78,96.77,68.7,75.94
1998,Kerala,Kollam,2105.31,4.24,0,0,0,0,565.22,0.23,0,0,95,99.38,98.78,96.77,68.7,75.94
1999,Kerala,Kollam,2224.43,4.92,0,0,0,0,478.26,0.23,0,0,95,99.38,98.78,96.77,68.7,75.94
2000,Kerala,Kollam,2260.6,4.46,0,0,0,0,500,0.22,0,0,95,99.38,98.78,96.77,68.7,75.94
2001,Kerala,Kollam,2265.59,3.99,0,0,0,0,533.33,0.15,0,0,95,99.38,98.78,96.77,68.7,75.94
2002,Kerala,Kollam,2233.27,4.36,0,0,0,0,500,0.1,0,0,95,99.38,98.78,96.77,68.7,75.94
2003,Kerala,Kollam,2269.26,4.19,0,0,0,0,461.54,0.18,0,0,95,99.38,98.78,96.77,68.7,75.94
2004,Kerala,Kollam,2364.94,4.59,0,0,0,0,500,0.11,0,0,95,99.38,98.78,96.77,68.7,75.94
2005,Kerala,Kollam,2243.58,2.77,0,0,0,0,333.33,0.03,0,0,95,99.38,98.78,96.77,68.7,75.94
2006,Kerala,Kollam,2423.65,3.07,0,0,0,0,250,0.04,0,0,95,99.38,98.78,96.77,68.7,75.94
2007,Kerala,Kollam,2277.98,3.21,0,0,0,0,0,0,0,0,95,99.38,98.78,96.77,68.7,75.94
2008,Kerala,Kollam,2399.08,4.38,0,0,0,0,300,0,0,0,95,99.38,98.78,96.77,68.7,75.94
2009,Kerala,Kollam,2432.56,4.21,0,0,0,0,125,0,0,0,95,99.38,98.78,96.77,68.7,75.94
2010,Kerala,Kollam,2178.52,4.16,0,0,0,0,100,0,0,0,95,99.38,98.78,96.77,68.7,75.94
2011,Kerala,Kollam,2808.16,3.84,0,0,0,0,111.11,0,0,0,95,99.38,98.78,96.77,68.7,75.94
2012,Kerala,Kollam,2444.14,3.38,0,0,0,0,0,0,0,0,95,99.38,98.78,96.77,68.7,75.94
2013,Kerala,Kollam,2814.62,3.44,0,0,0,0,666.67,0.02,0,0,95,99.38,98.78,96.77,68.7,75.94
2014,Kerala,Kollam,2734.69,3.32,0,0,0,0,1000,0.01,0,0,95,99.38,98.78,96.77,68.7,75.94
2015,Kerala,Kollam,2872.86,3.71,0,0,0,0,8095.81,0,0,0,95,99.38,98.78,96.77,68.7,75.94
2016,Kerala,Kollam,2849.57,3.5,0,0,0,0,11012.78,0.01,0,0,95,99.38,98.78,96.77,68.7,75.94
2017,Kerala,Kollam,2623.75,3.5,0,0,0,0,10319.41,0.01,0,0,95,99.38,98.78,96.77,68.7,75.94
1974,Kerala,Thrissur,1376.86,109,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1976,Kerala,Thrissur,1255,50.49,0,0,333.33,0,406.67,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1977,Kerala,Thrissur,1203.64,46.39,0,0,0,0,412.5,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1978,Kerala,Thrissur,1321.68,53.26,0,0,0,0,400,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1979,Kerala,Thrissur,1396.32,55.66,0,0,0,0,400,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1980,Kerala,Thrissur,1337.74,48.41,0,0,454.55,0,425,0.01,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1981,Kerala,Thrissur,1345.96,59.85,0,0,363.64,0,412.5,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1982,Kerala,Thrissur,1386.98,53.09,0,0,0,0,580,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1983,Kerala,Thrissur,1500.33,59.31,0,0,0,0,580,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1984,Kerala,Thrissur,1437.3,58.04,0,0,0,0,580,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1985,Kerala,Thrissur,1595.67,58.44,0,0,0,0,400,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1986,Kerala,Thrissur,1600.58,55.84,0,0,0,0,300,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1987,Kerala,Thrissur,1554.88,47.97,0,0,0,0,300,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1988,Kerala,Thrissur,1558.33,48.37,0,0,0,0,300,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1989,Kerala,Thrissur,1674.95,45.17,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1990,Kerala,Thrissur,1746.22,45.23,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1991,Kerala,Thrissur,1762.27,45.23,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1992,Kerala,Thrissur,1777.22,36.51,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1993,Kerala,Thrissur,1726.18,37.53,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1994,Kerala,Thrissur,1835.53,62.82,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1995,Kerala,Thrissur,1885.86,37.24,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1996,Kerala,Thrissur,2036.67,32.52,0,0,0,0,666.67,0.03,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1997,Kerala,Thrissur,2025.13,29.45,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1998,Kerala,Thrissur,1891.64,26.2,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1999,Kerala,Thrissur,2149.92,29.95,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2000,Kerala,Thrissur,2085.07,28.42,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2001,Kerala,Thrissur,2277.22,26.56,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2002,Kerala,Thrissur,2341.56,27.55,0,0,0,0,1000,0.01,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2003,Kerala,Thrissur,2337.24,26.11,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2004,Kerala,Thrissur,2406.05,26.64,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2005,Kerala,Thrissur,2347.92,23.59,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2006,Kerala,Thrissur,2381.55,21.68,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2007,Kerala,Thrissur,2431.61,20.24,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2008,Kerala,Thrissur,2574.65,23.22,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2009,Kerala,Thrissur,2509.83,21.51,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2010,Kerala,Thrissur,2619.94,17.14,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2011,Kerala,Thrissur,2943.79,18.4,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2012,Kerala,Thrissur,2925.11,20.49,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2013,Kerala,Thrissur,2992.82,20.44,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2014,Kerala,Thrissur,3147.83,21.2,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2015,Kerala,Thrissur,3203,22.64,0,0,0,0,955.56,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2016,Kerala,Thrissur,2724.08,19.71,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
2017,Kerala,Thrissur,3217.9,19.71,0,0,0,0,0,0,0,0,93.46,98.62,97.98,97.2,74.74,84.18
1974,Kerala,Thiruvananthapuram,1453.61,40,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1976,Kerala,Thiruvananthapuram,1396.57,17.77,0,0,0,0,493.33,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1977,Kerala,Thiruvananthapuram,1354.37,6.18,0,0,0,0,493.33,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1978,Kerala,Thiruvananthapuram,1525.06,8.83,0,0,0,0,492.11,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1979,Kerala,Thiruvananthapuram,1417.36,9.63,0,0,0,0,495.24,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1980,Kerala,Thiruvananthapuram,1411.35,9.29,0,0,0,0,495.24,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1981,Kerala,Thiruvananthapuram,1456.93,8.98,0,0,0,0,491.67,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1982,Kerala,Thiruvananthapuram,1559.29,9.31,0,0,0,0,458.06,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1983,Kerala,Thiruvananthapuram,1346.5,8.36,0,0,0,0,456,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1984,Kerala,Thiruvananthapuram,1677.24,7.92,0,0,0,0,457.14,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1985,Kerala,Thiruvananthapuram,1787.86,8.28,0,0,0,0,400,0.01,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1986,Kerala,Thiruvananthapuram,1713.84,8.79,0,0,0,0,500,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1987,Kerala,Thiruvananthapuram,1569.96,6.31,0,0,0,0,450,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1988,Kerala,Thiruvananthapuram,1671.94,6.04,0,0,0,0,400,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1989,Kerala,Thiruvananthapuram,1866.16,8.49,0,0,0,0,500,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1990,Kerala,Thiruvananthapuram,1769.37,6.8,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1991,Kerala,Thiruvananthapuram,1711.73,6.8,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1992,Kerala,Thiruvananthapuram,1896.51,4.51,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1993,Kerala,Thiruvananthapuram,1763.54,3.97,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1994,Kerala,Thiruvananthapuram,1742.79,3.37,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1995,Kerala,Thiruvananthapuram,1873.45,3.45,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1996,Kerala,Thiruvananthapuram,1782.23,3.06,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1997,Kerala,Thiruvananthapuram,1724.71,1.69,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1998,Kerala,Thiruvananthapuram,1842.71,1.65,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1999,Kerala,Thiruvananthapuram,2202.01,1.52,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2000,Kerala,Thiruvananthapuram,2067.14,1.55,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2001,Kerala,Thiruvananthapuram,2157.12,0.92,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2002,Kerala,Thiruvananthapuram,2199.38,1.63,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2003,Kerala,Thiruvananthapuram,2100.56,1.22,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2004,Kerala,Thiruvananthapuram,2376.92,1.25,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2005,Kerala,Thiruvananthapuram,2341.83,1.08,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2006,Kerala,Thiruvananthapuram,2618.18,2.91,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2007,Kerala,Thiruvananthapuram,2501.74,2.81,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2008,Kerala,Thiruvananthapuram,2423.33,2.88,0,0,0,0,0,0.01,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2009,Kerala,Thiruvananthapuram,2571.43,2.87,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2010,Kerala,Thiruvananthapuram,2369.86,2.8,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2011,Kerala,Thiruvananthapuram,2558.33,2.4,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2012,Kerala,Thiruvananthapuram,2252.75,1.81,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2013,Kerala,Thiruvananthapuram,2665,2,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2014,Kerala,Thiruvananthapuram,2660.29,2.09,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2015,Kerala,Thiruvananthapuram,2570.75,2.12,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2016,Kerala,Thiruvananthapuram,2204.74,1.39,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
2017,Kerala,Thiruvananthapuram,2620.03,1.39,0,0,0,0,0,0,0,0,91.21,97.07,94.3,94.48,50.94,70.38
1972,Orissa,Cuttack,960.12,266.44,0,0,272.73,0,7661.73,4.77,0,0,69.46,25,50,0,50.85,0.84
1973,Orissa,Cuttack,871.97,252,0,0,310.34,0,5116.12,0,333.33,0,69.46,25,50,0,50.85,0.84
1974,Orissa,Cuttack,925.48,255.7,0,0,205.13,0,5932.05,30,0,0,69.46,25,50,0,50.85,0.84
1975,Orissa,Cuttack,971.7,283.1,0,0,343.75,0,6500,5.9,166.67,0,69.46,25,50,0,50.85,0.84
1976,Orissa,Cuttack,891.89,260.54,0,0,267.86,0,6382.87,5,250,0,69.46,25,50,0,50.85,0.84
1977,Orissa,Cuttack,1128.3,260.94,0,0,468.09,0,5901.67,6,250,0,69.46,25,50,0,50.85,0.84
1978,Orissa,Cuttack,1132,241.87,0,0,447.76,0,6086.09,4.61,153.85,0,69.46,25,50,0,50.85,0.84
1979,Orissa,Cuttack,926.48,240.37,0,0,401.79,0,6776.32,4.61,200,0,69.46,25,50,0,50.85,0.84
1980,Orissa,Cuttack,1092.95,231.83,0,0,438.02,0,7060.65,4.61,200,0,69.46,25,50,0,50.85,0.84
1984,Orissa,Cuttack,1071.01,230.87,0,0,1509.26,0,6519.11,3.11,0,0,69.46,25,50,0,50.85,0.84
1985,Orissa,Cuttack,1167.5,227.68,0,0,1525.64,0,6400,4.03,250,0,69.46,25,50,0,50.85,0.84
1986,Orissa,Cuttack,1182.59,214.29,0,0,1519.48,0,7990.07,4.41,333.33,0,69.46,25,50,0,50.85,0.84
1987,Orissa,Cuttack,1091.88,234.65,0,0,412.5,0,7990.07,4.5,0,0,69.46,25,50,0,50.85,0.84
1988,Orissa,Cuttack,1413.37,242.2,0,0,728.57,0,7200,4.7,100,0,69.46,25,50,0,50.85,0.84
1989,Orissa,Cuttack,1694.82,236.3,0,0,892.31,0,7152.17,4.6,0,0,69.46,25,50,0,50.85,0.84
1990,Orissa,Cuttack,1145.35,250.86,0,0,815.38,0,7200,0.93,0,0,69.46,25,50,0,50.85,0.84
1991,Orissa,Cuttack,1420.05,270.01,0,0,803.03,0,6883.3,1.97,0,0,69.46,25,50,0,50.85,0.84
1992,Orissa,Cuttack,1278.44,252.47,0,0,731.34,0,6256.76,0.7,0,0,69.46,25,50,0,50.85,0.84
1993,Orissa,Cuttack,1595.03,269.86,0,0,750,0,7115.01,2.13,0,0,69.46,25,50,0,50.85,0.84
1994,Orissa,Cuttack,1376.22,264.71,0,0,750,0,6250.41,2.77,0,0,69.46,25,50,0,50.85,0.84
1995,Orissa,Cuttack,1418.75,233.23,0,0,647.06,0,6460.34,8.95,0,0,69.46,25,50,0,50.85,0.84
1996,Orissa,Cuttack,1043.47,205.75,0,0,527.78,0,6889.33,10.03,0,0,69.46,25,50,0,50.85,0.84
1997,Orissa,Cuttack,1251.21,216.02,0,0,433.33,0,7322.44,7.04,0,0,69.46,25,50,0,50.85,0.84
1998,Orissa,Cuttack,1439.11,223.18,0,0,466.67,0,6928.37,7.26,0,0,69.46,25,50,0,50.85,0.84
1999,Orissa,Cuttack,572.04,290.71,0,0,483.87,0,3629.19,5.07,0,0,69.46,25,50,0,50.85,0.84
2000,Orissa,Cuttack,1067.87,261.55,0,0,375,0,6726.1,3.87,0,0,69.46,25,50,0,50.85,0.84
2001,Orissa,Cuttack,1595.86,263.59,0,0,0,0,6032.14,5.29,0,0,69.46,25,50,0,50.85,0.84
2002,Orissa,Cuttack,989.87,169.24,0,0,400,0,4670.1,4.85,0,0,69.46,25,50,0,50.85,0.84
2003,Orissa,Cuttack,1235.23,214.04,0,0,375,0,5376.98,5.04,0,0,69.46,25,50,0,50.85,0.84
2004,Orissa,Cuttack,1616.91,255.59,0,0,421.05,0,5941.76,8.07,0,0,69.46,25,50,0,50.85,0.84
2005,Orissa,Cuttack,1836.85,226.3,0,0,461.54,0,6071.71,5.16,0,0,69.46,25,50,0,50.85,0.84
2006,Orissa,Cuttack,1364.02,226.85,0,0,500,0,6005.64,5.32,0,0,69.46,25,50,0,50.85,0.84
2007,Orissa,Cuttack,1590.53,260.98,0,0,421.05,0,5929.49,4.68,0,0,69.46,25,50,0,50.85,0.84
2008,Orissa,Cuttack,1544.19,267.57,0,0,461.54,0,6525.25,4.95,0,0,69.46,25,50,0,50.85,0.84
2009,Orissa,Cuttack,1889.68,268.8,0,0,333.33,0,6390.5,4.84,0,0,69.46,25,50,0,50.85,0.84
2010,Orissa,Cuttack,1514.3,271.45,0,0,500,0,6045.05,5.57,0,0,69.46,25,50,0,50.85,0.84
2011,Orissa,Cuttack,1691.63,260.5,0,0,375,0,6224.23,5.53,0,0,69.46,25,50,0,50.85,0.84
2012,Orissa,Cuttack,2296.67,281.88,0,0,500,0,6101.11,6.33,0,0,69.46,25,50,0,50.85,0.84
2013,Orissa,Cuttack,1362.88,291.25,0,0,500,0,0,5.62,0,0,69.46,25,50,0,50.85,0.84
2014,Orissa,Cuttack,1971.56,267.95,0,0,500,0,7141.54,6.5,0,0,69.46,25,50,0,50.85,0.84
2015,Orissa,Cuttack,1870,234.34,0,0,0,0,0,6.23,0,0,69.46,25,50,0,50.85,0.84
2016,Orissa,Cuttack,2867.56,258.4,0,0,0,0,7048.96,5.29,0,0,69.46,25,50,0,50.85,0.84
2017,Orissa,Cuttack,1698.59,264.97,0,0,0,0,7218.15,6.06,0,0,69.46,25,50,0,50.85,0.84
1972,Orissa,Dhenkanal,935.38,48.09,0,0,1333.33,0,9663.51,2.11,0,0,92.86,,,,19.35,100
1973,Orissa,Dhenkanal,850.44,32.2,0,0,1000,0,9118.08,0,166.67,0,92.86,,,,19.35,100
1974,Orissa,Dhenkanal,599.31,38.6,0,0,1000,0,8207.83,0,181.82,0,92.86,,,,19.35,100
1975,Orissa,Dhenkanal,879.88,42.6,0,0,1000,0,7100,4,163.93,0,92.86,,,,19.35,100
1976,Orissa,Dhenkanal,430.74,34.65,0,0,815.79,0,7461.25,1.2,145.83,0,92.86,,,,19.35,100
1977,Orissa,Dhenkanal,865.34,36.53,0,0,814.81,0,6963.41,3,150,0,92.86,,,,19.35,100
1978,Orissa,Dhenkanal,1051.75,37.43,0,0,750,0,7534.06,2.36,133.33,0,92.86,,,,19.35,100
1979,Orissa,Dhenkanal,442.12,30.56,0,0,307.69,0,7805.93,2.36,150,0,92.86,,,,19.35,100
1980,Orissa,Dhenkanal,998.33,32,0,0,750,0,7000,2.36,200,0,92.86,,,,19.35,100
1984,Orissa,Dhenkanal,893.12,48.36,0,0,0,0,7084.15,2.99,166.67,0,92.86,,,,19.35,100
1985,Orissa,Dhenkanal,889.17,59.5,0,0,0,0,6400,3.49,173.91,0,92.86,,,,19.35,100
1986,Orissa,Dhenkanal,991.95,63.56,0,0,0,0,6503.5,3.13,200,0,92.86,,,,19.35,100
1987,Orissa,Dhenkanal,650.97,51.24,0,0,0,0,6503.5,3.13,111.11,0,92.86,,,,19.35,100
1988,Orissa,Dhenkanal,1264.51,66.82,0,0,0,0,7100,4.5,166.67,0,92.86,,,,19.35,100
1989,Orissa,Dhenkanal,1335.84,68.85,0,0,0,0,7555.56,4.5,83.33,0,92.86,,,,19.35,100
1990,Orissa,Dhenkanal,1045.49,59.33,0,0,0,0,7777.78,2.17,142.86,0,92.86,,,,19.35,100
1991,Orissa,Dhenkanal,1498.41,64.64,0,0,0,0,7500.66,6.59,0,0,92.86,,,,19.35,100
1992,Orissa,Dhenkanal,1125.58,68.5,0,0,0,0,7589.43,1.46,0,0,92.86,,,,19.35,100
1993,Orissa,Dhenkanal,1387.74,54.87,0,0,0,0,7226.62,1.78,0,0,92.86,,,,19.35,100
1994,Orissa,Dhenkanal,1412.19,73.39,0,0,0,0,7175.86,1.9,250,0,92.86,,,,19.35,100
1995,Orissa,Dhenkanal,1205.75,77.61,0,0,0,0,7196.26,3.21,100,0,92.86,,,,19.35,100
1996,Orissa,Dhenkanal,775.46,69.95,0,0,0,0,7807.8,3.59,0,0,92.86,,,,19.35,100
1997,Orissa,Dhenkanal,1390.64,76.18,0,0,0,0,7040,2.5,105.26,0,92.86,,,,19.35,100
1998,Orissa,Dhenkanal,1150.89,69.11,0,0,0,0,7000,2.51,76.92,0,92.86,,,,19.35,100
1999,Orissa,Dhenkanal,1063.99,68.91,0,0,0,0,5600,2.7,104.17,0,92.86,,,,19.35,100
2000,Orissa,Dhenkanal,503.47,64.63,0,0,0,0,6658.73,1.26,250,0,92.86,,,,19.35,100
2001,Orissa,Dhenkanal,1752.3,69.34,0,0,0,0,5614.75,1.22,0,0,92.86,,,,19.35,100
2002,Orissa,Dhenkanal,440.39,60.3,0,0,0,0,5623.71,1.94,666.67,0,92.86,,,,19.35,100
2003,Orissa,Dhenkanal,1668.5,55.99,0,0,0,0,5862.39,2.18,500,0,92.86,,,,19.35,100
2004,Orissa,Dhenkanal,1319.28,72.5,0,0,0,0,6570.55,1.63,500,0,92.86,,,,19.35,100
2005,Orissa,Dhenkanal,1725.72,72.48,0,0,0,0,6375.63,1.97,250,0,92.86,,,,19.35,100
2006,Orissa,Dhenkanal,1408.17,71.62,0,0,0,0,6390.53,1.69,0,0,92.86,,,,19.35,100
2007,Orissa,Dhenkanal,1410.57,71.04,0,0,0,0,6395.83,1.44,0,0,92.86,,,,19.35,100
2008,Orissa,Dhenkanal,1514.1,70.2,0,0,0,0,6486.24,1.09,0,0,92.86,,,,19.35,100
2009,Orissa,Dhenkanal,1288.67,70.46,0,0,0,0,6757.58,0.99,0,0,92.86,,,,19.35,100
2010,Orissa,Dhenkanal,1009.99,73.51,0,0,0,0,6571.43,0.98,0,0,92.86,,,,19.35,100
2011,Orissa,Dhenkanal,1591.78,72.56,0,0,0,0,6936.94,1.11,0,0,92.86,,,,19.35,100
2012,Orissa,Dhenkanal,2395.65,81.55,0,0,0,0,7116.5,1.03,0,0,92.86,,,,19.35,100
2013,Orissa,Dhenkanal,2327.28,84.45,0,0,0,0,0,1.17,0,0,92.86,,,,19.35,100
2014,Orissa,Dhenkanal,2916.2,104.15,0,0,0,0,7133.33,1.2,0,0,92.86,,,,19.35,100
2015,Orissa,Dhenkanal,1208.02,90.33,0,0,0,0,0,0.89,0,0,92.86,,,,19.35,100
2016,Orissa,Dhenkanal,2592.24,98.8,0,0,0,0,7152.7,0.74,0,0,92.86,,,,19.35,100
2017,Orissa,Dhenkanal,1369.39,87.06,0,0,0,0,3910.56,1.42,0,0,92.86,,,,19.35,100
1972,Orissa,Ganjam,852.21,156.53,0,0,446.7,0,4698.18,2.3,0,0,37.5,0,,,41.87,79.28
1973,Orissa,Ganjam,1181.06,178.8,0,0,498.27,0,5064.94,0,0,0,37.5,0,,,41.87,79.28
1974,Orissa,Ganjam,778.53,181.4,0,0,355.4,0,5997.25,0,0,0,37.5,0,,,41.87,79.28
