Year,District,ANNUAL RAINFALL (Millimeters)
1969,Shahjahanpur,1051.6
1970,Shahjahanpur,1088.8
1971,Shahjahanpur,1057.7
1972,Shahjahanpur,703
1973,Shahjahanpur,915.1
1974,Shahjahanpur,-1
1975,Shahjahanpur,-1
1976,Shahjahanpur,669
1977,Shahjahanpur,1078.2
1978,Shahjahanpur,-1
1979,Shahjahanpur,598.9
1980,Shahjahanpur,1241.4
1981,Shahjahanpur,788.2
1982,Shahjahanpur,1102.6
1983,Shahjahanpur,-1
1984,Shahjahanpur,952.9
1985,Shahjahanpur,921.7
1986,Shahjahanpur,750.8
1987,Shahjahanpur,472.4
1988,Shahjahanpur,1033.2
1989,Shahjahanpur,807.6
1990,Shahjahanpur,799
1991,Shahjahanpur,-1
1992,Shahjahanpur,510.2
1993,Shahjahanpur,574.8
1994,Shahjahanpur,739.2
1995,Shahjahanpur,700.9
1996,Shahjahanpur,-1
1997,Shahjahanpur,927.7
1998,Shahjahanpur,1034.1
1999,Shahjahanpur,676.6
2000,Shahjahanpur,281.7
2002,Shahjahanpur,743.6
2004,Shahjahanpur,678.5
2005,Shahjahanpur,617.6
2006,Shahjahanpur,542
2007,Shahjahanpur,784.4
2008,Shahjahanpur,1192.5
2009,Shahjahanpur,839.7
2010,Shahjahanpur,404.8
2011,Shahjahanpur,893.5
2012,Shahjahanpur,879.5
2013,Shahjahanpur,1125.2
2014,Shahjahanpur,540.6
2015,Shahjahanpur,645.4
1966,Pilibhit,991.9
1967,Pilibhit,1268
1969,Pilibhit,1464.2
1970,Pilibhit,1155.7
1971,Pilibhit,1671.6
1972,Pilibhit,720.7
1973,Pilibhit,862.6
1974,Pilibhit,-1
1975,Pilibhit,-1
1976,Pilibhit,1025.3
1977,Pilibhit,2057.7
1978,Pilibhit,1321.2
1979,Pilibhit,521.1
1980,Pilibhit,879.3
1981,Pilibhit,749.3
1982,Pilibhit,934.3
1985,Pilibhit,780.9
1986,Pilibhit,-1
1987,Pilibhit,-1
1988,Pilibhit,817.8
1989,Pilibhit,860.3
1990,Pilibhit,940.2
1991,Pilibhit,-1
1992,Pilibhit,665.6
1993,Pilibhit,686
1994,Pilibhit,667
1995,Pilibhit,974.5
1996,Pilibhit,-1
1997,Pilibhit,812.2
1998,Pilibhit,811.8
1999,Pilibhit,470.8
2000,Pilibhit,154.9
2002,Pilibhit,493.7
2004,Pilibhit,576.4
2005,Pilibhit,243.2
2006,Pilibhit,183
2007,Pilibhit,537
2008,Pilibhit,351.5
2009,Pilibhit,793.6
2010,Pilibhit,958.5
2011,Pilibhit,708.9
2012,Pilibhit,782.3
2013,Pilibhit,851.5
2014,Pilibhit,484.2
2015,Pilibhit,519.9
1966,Rampur,1153.2
1967,Rampur,1525.3
1968,Rampur,962
1969,Rampur,1303.3
1970,Rampur,1112
1971,Rampur,1118.8
1972,Rampur,206.4
1973,Rampur,979.5
1974,Rampur,-1
1975,Rampur,-1
1976,Rampur,1155.3
1977,Rampur,1561
1978,Rampur,-1
1979,Rampur,-1
1980,Rampur,967.3
1981,Rampur,998.2
1982,Rampur,1262.4
1985,Rampur,1113.2
1986,Rampur,-1
1987,Rampur,-1
1988,Rampur,1206.5
1989,Rampur,920.7
1990,Rampur,997.9
1991,Rampur,-1
1992,Rampur,679.7
1993,Rampur,878.5
1994,Rampur,804.2
1995,Rampur,1007.8
1996,Rampur,-1
1997,Rampur,683.6
1998,Rampur,1043.2
1999,Rampur,627.3
2000,Rampur,340.6
2002,Rampur,745.6
2004,Rampur,364
2005,Rampur,284.2
2006,Rampur,81
2007,Rampur,-1
2008,Rampur,388
2009,Rampur,369.7
2010,Rampur,597
2011,Rampur,711.8
2012,Rampur,380
2013,Rampur,762.3
2014,Rampur,526.2
2015,Rampur,507.2
1966,Bijnor,1105.3
1967,Bijnor,1293.5
1968,Bijnor,806.8
1969,Bijnor,1201.7
1970,Bijnor,1125.1
1971,Bijnor,1125.9
1972,Bijnor,803.9
1973,Bijnor,1431.6
1974,Bijnor,-1
1975,Bijnor,1047.8
1976,Bijnor,866.4
1977,Bijnor,969.1
1978,Bijnor,1811.2
1979,Bijnor,716.5
1980,Bijnor,846.7
1981,Bijnor,817.8
1982,Bijnor,1075.4
1983,Bijnor,788.4
1984,Bijnor,1033.3
1985,Bijnor,1357.2
1986,Bijnor,1017.8
1987,Bijnor,408.7
1988,Bijnor,1043.1
1989,Bijnor,1178.1
1990,Bijnor,934.2
1991,Bijnor,-1
1992,Bijnor,943.4
1993,Bijnor,1109.8
1994,Bijnor,1087
1995,Bijnor,1359.6
1996,Bijnor,-1
1997,Bijnor,973
1998,Bijnor,1750.5
1999,Bijnor,968.9
2000,Bijnor,292.8
2002,Bijnor,981.7
2004,Bijnor,1091.4
2005,Bijnor,1093.4
2006,Bijnor,623
2007,Bijnor,1163.6
2008,Bijnor,969.2
2009,Bijnor,698.8
2010,Bijnor,871
2011,Bijnor,884.7
2012,Bijnor,612.9
2013,Bijnor,1099.1
2014,Bijnor,901
2015,Bijnor,991
1966,Farrukhabad,535.5
1967,Farrukhabad,1146.9
1968,Farrukhabad,690.4
1969,Farrukhabad,1032.2
1970,Farrukhabad,792.6
1971,Farrukhabad,979.8
1972,Farrukhabad,378.8
1973,Farrukhabad,871.9
1974,Farrukhabad,-1
1975,Farrukhabad,-1
1976,Farrukhabad,809.8
1977,Farrukhabad,895.8
1978,Farrukhabad,-1
1979,Farrukhabad,-1
1980,Farrukhabad,994.3
1981,Farrukhabad,893.6
1982,Farrukhabad,1113
1985,Farrukhabad,919.4
1986,Farrukhabad,-1
1987,Farrukhabad,-1
1988,Farrukhabad,1153.8
1989,Farrukhabad,551.8
1990,Farrukhabad,778.4
1991,Farrukhabad,-1
1992,Farrukhabad,803.2
1993,Farrukhabad,641.8
1994,Farrukhabad,656.5
1995,Farrukhabad,732.7
1996,Farrukhabad,-1
1997,Farrukhabad,827.4
1998,Farrukhabad,891.1
1999,Farrukhabad,1004.1
2000,Farrukhabad,243.4
2002,Farrukhabad,750.5
2004,Farrukhabad,805.3
2005,Farrukhabad,668.6
2006,Farrukhabad,749
2007,Farrukhabad,415.5
2008,Farrukhabad,745.6
2009,Farrukhabad,748
2010,Farrukhabad,618.7
2011,Farrukhabad,228
2012,Farrukhabad,446.4
2013,Farrukhabad,760.6
2014,Farrukhabad,347.1
2015,Farrukhabad,462.2
1966,Etawah,721.2
1967,Etawah,1089
1968,Etawah,550
1969,Etawah,846
1970,Etawah,699
1971,Etawah,982.2
1972,Etawah,655.6
1973,Etawah,-1
1974,Etawah,-1
1975,Etawah,-1
1976,Etawah,537.8
1977,Etawah,739.9
1978,Etawah,-1
1979,Etawah,-1
1980,Etawah,1090.8
1981,Etawah,664.9
1982,Etawah,836.2
1985,Etawah,831.9
1986,Etawah,422.6
1987,Etawah,321.1
1988,Etawah,937.9
1989,Etawah,614
1990,Etawah,676.5
1991,Etawah,-1
1992,Etawah,716
1993,Etawah,632.2
1994,Etawah,482.6
1995,Etawah,571.2
1996,Etawah,-1
1997,Etawah,642.9
1998,Etawah,827.7
1999,Etawah,1061
2000,Etawah,137.2
2002,Etawah,236.6
2004,Etawah,575.4
2005,Etawah,525.8
2006,Etawah,228
2007,Etawah,220.9
2008,Etawah,754.8
2009,Etawah,379.9
2010,Etawah,488.7
2011,Etawah,496
2012,Etawah,457.7
2013,Etawah,681.7
2014,Etawah,272.9
2015,Etawah,522
2012,Kanpur,620.1
2013,Kanpur,857.2
2014,Kanpur,481.7
2015,Kanpur,388.7
1966,Fatehpur,743.9
1967,Fatehpur,1233.5
1968,Fatehpur,875.3
1969,Fatehpur,1000.7
1970,Fatehpur,1482.3
1971,Fatehpur,962
1972,Fatehpur,518
1973,Fatehpur,639.7
1974,Fatehpur,805
1975,Fatehpur,906.5
1976,Fatehpur,835
1977,Fatehpur,817.1
1978,Fatehpur,1186.4
1979,Fatehpur,549.2
1980,Fatehpur,1672.6
1981,Fatehpur,756
1982,Fatehpur,1111.8
1983,Fatehpur,785.8
1984,Fatehpur,715.2
1985,Fatehpur,1011
1986,Fatehpur,1150.9
1987,Fatehpur,515.2
1988,Fatehpur,733.3
1989,Fatehpur,758.1
1990,Fatehpur,814.4
1991,Fatehpur,-1
1992,Fatehpur,660.2
1993,Fatehpur,548.4
1994,Fatehpur,679.6
1995,Fatehpur,736.6
1996,Fatehpur,-1
1997,Fatehpur,793.5
1998,Fatehpur,884
1999,Fatehpur,604.6
2000,Fatehpur,212.4
2002,Fatehpur,639.6
2004,Fatehpur,705.1
2005,Fatehpur,401.1
2006,Fatehpur,407
2007,Fatehpur,556.7
2008,Fatehpur,1117.1
2009,Fatehpur,403.9
2010,Fatehpur,600.3
2011,Fatehpur,528.7
2012,Fatehpur,709.6
2013,Fatehpur,1090.9
2014,Fatehpur,415.7
2015,Fatehpur,186.7
1966,Allahabad,699.4
1967,Allahabad,1188
1968,Allahabad,472.2
1969,Allahabad,755.9
1970,Allahabad,1258.8
1971,Allahabad,1221.3
1972,Allahabad,591.5
1973,Allahabad,992.7
1974,Allahabad,724.1
1975,Allahabad,850.8
1976,Allahabad,723.7
1977,Allahabad,969.3
1978,Allahabad,993.7
1979,Allahabad,736.7
1980,Allahabad,1330
1981,Allahabad,1038.1
1982,Allahabad,943.4
1983,Allahabad,860.6
1984,Allahabad,656.9
1985,Allahabad,860.2
1986,Allahabad,845.3
1987,Allahabad,839.4
1988,Allahabad,883.4
1989,Allahabad,600.3
1990,Allahabad,807.9
1991,Allahabad,-1
1992,Allahabad,567.1
1993,Allahabad,393.1
1994,Allahabad,677.1
1995,Allahabad,634.2
1996,Allahabad,-1
1997,Allahabad,754.7
1998,Allahabad,1248.2
1999,Allahabad,1140.9
2000,Allahabad,302.6
2002,Allahabad,657.5
2004,Allahabad,729
2005,Allahabad,844.3
2006,Allahabad,741
2007,Allahabad,1009.3
2008,Allahabad,1237.1
2009,Allahabad,496.9
2010,Allahabad,686.7
2011,Allahabad,416.7
2012,Allahabad,1074.6
2013,Allahabad,1234.3
2014,Allahabad,754.3
2015,Allahabad,576.9
1966,Jhansi,646.8
1967,Jhansi,1359.1
1968,Jhansi,803.1
1969,Jhansi,1084.4
1970,Jhansi,754.3
1971,Jhansi,867.4
1972,Jhansi,462.3
1973,Jhansi,664.3
1974,Jhansi,808
1975,Jhansi,996.3
1976,Jhansi,554.4
1977,Jhansi,624.8
1978,Jhansi,1161.8
1979,Jhansi,589.3
1980,Jhansi,1018.3
1981,Jhansi,733.3
1982,Jhansi,1151.2
1983,Jhansi,1307
1984,Jhansi,-1
1985,Jhansi,1370.9
1986,Jhansi,555.9
1987,Jhansi,709.8
1988,Jhansi,689.2
1989,Jhansi,663.5
1990,Jhansi,638.2
1991,Jhansi,-1
1992,Jhansi,813.2
1993,Jhansi,676.5
1994,Jhansi,705.4
1995,Jhansi,867.4
1996,Jhansi,-1
1997,Jhansi,1058.8
1998,Jhansi,1101
1999,Jhansi,1083.5
2000,Jhansi,298.8
2002,Jhansi,677.2
2004,Jhansi,693.3
2005,Jhansi,576.1
2006,Jhansi,575
2007,Jhansi,339
2008,Jhansi,1169.6
2009,Jhansi,532
2010,Jhansi,498.2
2011,Jhansi,509
2012,Jhansi,649.4
2013,Jhansi,1204.1
2014,Jhansi,569
2015,Jhansi,533.5
1966,Jalaun,692.5
1967,Jalaun,1443.4
1968,Jalaun,711.9
1969,Jalaun,935.8
1970,Jalaun,1131.8
1971,Jalaun,948
1972,Jalaun,485.6
1973,Jalaun,594.6
1974,Jalaun,812.9
1975,Jalaun,-1
1976,Jalaun,883.9
1977,Jalaun,1025.5
1978,Jalaun,1022
1979,Jalaun,653
1980,Jalaun,1563.7
1981,Jalaun,661.6
1982,Jalaun,829
1983,Jalaun,919.9
1984,Jalaun,-1
1985,Jalaun,984.8
1986,Jalaun,-1
1987,Jalaun,-1
1988,Jalaun,705.8
1989,Jalaun,535.7
1990,Jalaun,663.2
1991,Jalaun,-1
1992,Jalaun,681.6
1993,Jalaun,544.6
1994,Jalaun,676.3
1995,Jalaun,741.2
1996,Jalaun,-1
1997,Jalaun,996.7
1998,Jalaun,1195.2
1999,Jalaun,1162.1
2000,Jalaun,241.6
2002,Jalaun,556
2004,Jalaun,629.4
2005,Jalaun,616
2006,Jalaun,404
2007,Jalaun,319.7
2008,Jalaun,736.4
2009,Jalaun,500.7
2010,Jalaun,600.6
2011,Jalaun,507.7
2012,Jalaun,675.5
2013,Jalaun,1002.8
2014,Jalaun,502.7
2015,Jalaun,450.1
1966,Hamirpur,702.2
1967,Hamirpur,1232.2
1968,Hamirpur,601.8
1969,Hamirpur,663.6
1970,Hamirpur,902.9
1971,Hamirpur,536.5
1972,Hamirpur,401.8
1973,Hamirpur,470.8
1974,Hamirpur,-1
1975,Hamirpur,-1
1976,Hamirpur,311.2
1977,Hamirpur,644.9
1978,Hamirpur,-1
1979,Hamirpur,-1
1980,Hamirpur,1571.9
1981,Hamirpur,670.1
1982,Hamirpur,1017.9
1983,Hamirpur,1243.9
1984,Hamirpur,1054
1985,Hamirpur,941.8
1986,Hamirpur,676.4
1987,Hamirpur,525.2
1988,Hamirpur,756.4
1989,Hamirpur,793
1990,Hamirpur,736.8
1991,Hamirpur,-1
1992,Hamirpur,995.8
1993,Hamirpur,758.4
1994,Hamirpur,859.4
1995,Hamirpur,861.5
1996,Hamirpur,-1
1997,Hamirpur,1182.1
1998,Hamirpur,1377.5
1999,Hamirpur,1031.4
2000,Hamirpur,223.2
2002,Hamirpur,614
2004,Hamirpur,559
2005,Hamirpur,566.5
2006,Hamirpur,377
2007,Hamirpur,433.4
2008,Hamirpur,1009.1
2009,Hamirpur,659
2010,Hamirpur,599
2011,Hamirpur,771.2
2012,Hamirpur,644.5
2013,Hamirpur,1136.5
2014,Hamirpur,485.1
2015,Hamirpur,470.4
1966,Banda,614.6
1967,Banda,1238.4
1968,Banda,570.2
1969,Banda,836.7
1970,Banda,763.4
1971,Banda,629.8
1972,Banda,367.2
1973,Banda,565.6
1974,Banda,556.3
1975,Banda,838.8
1976,Banda,543.3
1977,Banda,907.7
1978,Banda,1235.7
1979,Banda,475.3
1980,Banda,1668
1981,Banda,760
1982,Banda,1108.2
1983,Banda,1106.3
1984,Banda,769.1
1985,Banda,1020.4
1986,Banda,824.8
1987,Banda,709.1
1988,Banda,767.6
1989,Banda,751.3
1990,Banda,792.1
1991,Banda,-1
1992,Banda,997.7
1993,Banda,773.5
1994,Banda,886.1
1995,Banda,919.1
1996,Banda,-1
1997,Banda,757.9
1998,Banda,695.6
1999,Banda,1151.8
2000,Banda,202
2002,Banda,897.5
2004,Banda,837.9
2005,Banda,878.8
2006,Banda,613
2007,Banda,569.1
2008,Banda,1059.7
2009,Banda,653.7
2010,Banda,459
2011,Banda,547.2
2012,Banda,784.9
2013,Banda,1289
2014,Banda,639.2
2015,Banda,677.2
1966,Varanasi,710.2
1967,Varanasi,899.4
1968,Varanasi,720.7
1969,Varanasi,1108.3
1970,Varanasi,1081.8
1971,Varanasi,1354.8
1972,Varanasi,729.7
1973,Varanasi,1187.3
1974,Varanasi,790.3
1975,Varanasi,920.9
1976,Varanasi,1081.2
1977,Varanasi,1042.3
1978,Varanasi,1194.9
1979,Varanasi,624.9
1980,Varanasi,1045.6
1981,Varanasi,858.9
1982,Varanasi,970.3
1983,Varanasi,1042.2
1984,Varanasi,1267.8
1985,Varanasi,950.3
1986,Varanasi,921.6
1987,Varanasi,1050.9
1988,Varanasi,1156.2
1989,Varanasi,830.3
1990,Varanasi,1025.9
1991,Varanasi,-1
1992,Varanasi,648.9
1993,Varanasi,810.5
1994,Varanasi,989.5
1995,Varanasi,819.6
1996,Varanasi,-1
1997,Varanasi,945.7
1998,Varanasi,1284.2
1999,Varanasi,1344.6
2000,Varanasi,211.5
2002,Varanasi,599.8
2004,Varanasi,562.3
2005,Varanasi,843.4
2006,Varanasi,776
2007,Varanasi,780.2
2008,Varanasi,1210.3
2009,Varanasi,418.4
2010,Varanasi,283.6
2011,Varanasi,669
2012,Varanasi,751.8
2013,Varanasi,1029.1
2014,Varanasi,922.8
2015,Varanasi,874
1966,Mirzpur,639.2
1967,Mirzpur,968.8
1968,Mirzpur,1065.2
1969,Mirzpur,1002.9
1970,Mirzpur,849.9
1971,Mirzpur,1056.1
1972,Mirzpur,625.6
1973,Mirzpur,695.5
1974,Mirzpur,-1
1975,Mirzpur,-1
1976,Mirzpur,1003.1
1977,Mirzpur,1090.1
1978,Mirzpur,-1
1979,Mirzpur,819.2
1980,Mirzpur,969.8
1981,Mirzpur,966.5
1982,Mirzpur,1030.5
1983,Mirzpur,795.8
1984,Mirzpur,1205
1985,Mirzpur,896.5
1986,Mirzpur,1030
1987,Mirzpur,948.2
1988,Mirzpur,853.4
1989,Mirzpur,887.2
1990,Mirzpur,900.7
1991,Mirzpur,-1
1992,Mirzpur,882.3
1993,Mirzpur,947.4
1994,Mirzpur,1113.3
1995,Mirzpur,1032.1
1996,Mirzpur,-1
1997,Mirzpur,1145.2
1998,Mirzpur,1323
1999,Mirzpur,1594.3
2000,Mirzpur,413.2
2002,Mirzpur,963.4
2004,Mirzpur,792.8
2005,Mirzpur,811
2006,Mirzpur,816
2007,Mirzpur,743.9
2008,Mirzpur,1121.4
2009,Mirzpur,345.3
2010,Mirzpur,551.5
2011,Mirzpur,219.6
2012,Mirzpur,1091.9
2013,Mirzpur,1043.3
2014,Mirzpur,707.5
2015,Mirzpur,684.5
1966,Jaunpur,734.2
1967,Jaunpur,922.7
1968,Jaunpur,499
1969,Jaunpur,950.2
1970,Jaunpur,1068.7
1971,Jaunpur,1076.9
1972,Jaunpur,613.6
1973,Jaunpur,1147.4
1974,Jaunpur,844.7
1975,Jaunpur,1043.7
1976,Jaunpur,1008.9
1977,Jaunpur,863.7
1978,Jaunpur,568.9
1979,Jaunpur,581.8
1980,Jaunpur,1196.8
1981,Jaunpur,934.1
1982,Jaunpur,783.5
1985,Jaunpur,880.1
1986,Jaunpur,216.6
1987,Jaunpur,878.8
1988,Jaunpur,834
1989,Jaunpur,855.5
1990,Jaunpur,968.8
1991,Jaunpur,-1
1992,Jaunpur,824.8
1993,Jaunpur,839.5
1994,Jaunpur,981.6
1995,Jaunpur,548.4
1996,Jaunpur,-1
1997,Jaunpur,929
1998,Jaunpur,920.7
1999,Jaunpur,1377.3
2000,Jaunpur,174.7
2002,Jaunpur,670.3
2004,Jaunpur,428.6
2005,Jaunpur,757.8
2006,Jaunpur,955
2007,Jaunpur,961.4
2008,Jaunpur,1120.8
2009,Jaunpur,508.5
2010,Jaunpur,234.5
2011,Jaunpur,694
2012,Jaunpur,593.1
2013,Jaunpur,726.8
2014,Jaunpur,492.1
2015,Jaunpur,576.8
1966,Ghazipur,631
1967,Ghazipur,917.8
1968,Ghazipur,644.1
1969,Ghazipur,828.8
1970,Ghazipur,970.2
1971,Ghazipur,2726.6
1972,Ghazipur,681
1973,Ghazipur,978.2
1974,Ghazipur,-1
1975,Ghazipur,-1
1976,Ghazipur,1218.4
1977,Ghazipur,1115.6
1978,Ghazipur,-1
1979,Ghazipur,747.7
1980,Ghazipur,1114.4
1981,Ghazipur,900.6
1982,Ghazipur,999.2
1983,Ghazipur,557.9
1984,Ghazipur,841.5
1985,Ghazipur,972
1986,Ghazipur,514.6
1987,Ghazipur,624.3
1988,Ghazipur,558.5
1989,Ghazipur,767.6
1990,Ghazipur,747.8
1991,Ghazipur,-1
1992,Ghazipur,545
1993,Ghazipur,886.6
1994,Ghazipur,847.1
1995,Ghazipur,787.2
1996,Ghazipur,-1
1997,Ghazipur,1063.7
1998,Ghazipur,1052.2
1999,Ghazipur,1033.8
2000,Ghazipur,235.1
2002,Ghazipur,890.4
2004,Ghazipur,381.8
2005,Ghazipur,766.7
2006,Ghazipur,852
2007,Ghazipur,1009.3
2008,Ghazipur,858.5
2009,Ghazipur,626.8
2010,Ghazipur,486.5
2011,Ghazipur,334.3
2012,Ghazipur,680.9
2013,Ghazipur,1082.2
2014,Ghazipur,824.6
2015,Ghazipur,790.4
1966,Ballia,691.6
1967,Ballia,568.3
1968,Ballia,918.7
1969,Ballia,1067.4
1970,Ballia,988.4
1971,Ballia,1084.4
1972,Ballia,596.2
1973,Ballia,634.1
1974,Ballia,550.3
1975,Ballia,687.4
1976,Ballia,603.7
1977,Ballia,910.5
1978,Ballia,1271.1
1979,Ballia,979.8
1980,Ballia,1270.6
1981,Ballia,947.3
1982,Ballia,803.4
1983,Ballia,926.1
1984,Ballia,739.4
1985,Ballia,1199.1
1986,Ballia,1073.5
1987,Ballia,-1
1988,Ballia,877.3
1989,Ballia,1046.1
1990,Ballia,776
1991,Ballia,-1
1992,Ballia,514.2
1993,Ballia,582.7
1994,Ballia,554
1995,Ballia,664.2
1996,Ballia,-1
1997,Ballia,527.6
1998,Ballia,612.7
1999,Ballia,886.9
2000,Ballia,142.9
2002,Ballia,45.9
2004,Ballia,568.8
2005,Ballia,851
2006,Ballia,709
2007,Ballia,777.1
2008,Ballia,1210.4
2009,Ballia,290.9
2010,Ballia,340
2011,Ballia,487.5
2012,Ballia,677.3
2013,Ballia,786.5
2014,Ballia,729.9
2015,Ballia,602.3
1966,Gorakhpur,717.9
1967,Gorakhpur,881.3
1968,Gorakhpur,1169.7
1969,Gorakhpur,1258.2
1970,Gorakhpur,1239.9
1971,Gorakhpur,1575.4
1972,Gorakhpur,895.4
1973,Gorakhpur,1645.5
1974,Gorakhpur,1504.2
1975,Gorakhpur,1423
1976,Gorakhpur,930.5
1977,Gorakhpur,878.3
1978,Gorakhpur,1312.3
1979,Gorakhpur,699
1980,Gorakhpur,1804.5
1981,Gorakhpur,1292
1982,Gorakhpur,1097.4
1983,Gorakhpur,1319.2
1984,Gorakhpur,1799.4
1985,Gorakhpur,1657.4
1986,Gorakhpur,1223.4
1987,Gorakhpur,1480.3
1988,Gorakhpur,1736.5
1989,Gorakhpur,2082.5
1990,Gorakhpur,1482.2
1991,Gorakhpur,-1
1992,Gorakhpur,1276.4
1993,Gorakhpur,1515.4
1994,Gorakhpur,1739.7
1995,Gorakhpur,1898.6
1996,Gorakhpur,-1
1997,Gorakhpur,1326.2
1998,Gorakhpur,2294.1
1999,Gorakhpur,1210.7
2000,Gorakhpur,520.7
2002,Gorakhpur,366.1
2004,Gorakhpur,1090
2005,Gorakhpur,1235.8
2006,Gorakhpur,1132
2007,Gorakhpur,1511.3
2008,Gorakhpur,1716.7
2009,Gorakhpur,967.8
2010,Gorakhpur,957.5
2011,Gorakhpur,1334.5
2012,Gorakhpur,1096.3
2013,Gorakhpur,1471
2014,Gorakhpur,898.3
2015,Gorakhpur,717.4
1966,Deoria,1048.7
1967,Deoria,861.3
1968,Deoria,935.7
1969,Deoria,1217.6
1970,Deoria,959.8
1971,Deoria,1624.9
1972,Deoria,664.8
1973,Deoria,1318.9
1974,Deoria,-1
1975,Deoria,-1
1976,Deoria,473.6
1977,Deoria,848.6
1978,Deoria,1289.3
1979,Deoria,1025.5
1980,Deoria,1695.5
1981,Deoria,1212.6
1982,Deoria,1382.2
1984,Deoria,1465.6
1985,Deoria,960
1986,Deoria,180.9
1987,Deoria,1225.1
1988,Deoria,1416.4
1989,Deoria,1431.6
1990,Deoria,1208.7
1991,Deoria,-1
1992,Deoria,595.1
1993,Deoria,823.2
1994,Deoria,545.1
1995,Deoria,716.2
1996,Deoria,-1
1997,Deoria,681
1998,Deoria,1244.6
1999,Deoria,920.9
2000,Deoria,121.6
2002,Deoria,613.5
2004,Deoria,838.1
2005,Deoria,705
2006,Deoria,376
2007,Deoria,1106.7
2008,Deoria,1135
2009,Deoria,388.8
2010,Deoria,800.9
2011,Deoria,973.4
2012,Deoria,759.9
2013,Deoria,847.3
2014,Deoria,613.1
2015,Deoria,514.8
1966,Basti,682.2
1967,Basti,1298.8
1968,Basti,953.6
1969,Basti,1026.2
1970,Basti,941.1
1971,Basti,1002.3
1972,Basti,638.6
1973,Basti,-1
1974,Basti,-1
1975,Basti,-1
1976,Basti,1395.8
1977,Basti,766.3
1978,Basti,-1
1979,Basti,-1
1980,Basti,1355.3
1981,Basti,1464.9
1982,Basti,747.8
1985,Basti,716
1986,Basti,-1
1987,Basti,688.4
1988,Basti,1052.8
1989,Basti,1155.8
1990,Basti,1465.6
1991,Basti,-1
1992,Basti,1022.1
1993,Basti,1071.1
1994,Basti,1307
1995,Basti,902
1996,Basti,-1
1997,Basti,908.4
1998,Basti,1192.7
1999,Basti,1204.5
2000,Basti,23.4
2002,Basti,604.4
2004,Basti,840.1
2005,Basti,2288.4
2006,Basti,1018
2007,Basti,236.8
2008,Basti,1255.4
2009,Basti,727
2010,Basti,615.4
2011,Basti,626.6
2012,Basti,1008.5
2013,Basti,1373.6
2014,Basti,928.5
2015,Basti,685.9
1966,Azamgarh,648.5
1967,Azamgarh,747
1968,Azamgarh,717.2
1969,Azamgarh,1256
1970,Azamgarh,1051.3
1971,Azamgarh,1301.2
1972,Azamgarh,782
1973,Azamgarh,810.7
1974,Azamgarh,874.7
1975,Azamgarh,854.2
1976,Azamgarh,1103.6
1977,Azamgarh,926.2
1978,Azamgarh,960.3
1979,Azamgarh,505
1980,Azamgarh,1522.5
1981,Azamgarh,1149.6
1982,Azamgarh,735.7
1985,Azamgarh,594.3
1986,Azamgarh,231.9
1987,Azamgarh,467
1988,Azamgarh,556.2
1989,Azamgarh,1227
1990,Azamgarh,1206.9
1991,Azamgarh,-1
1992,Azamgarh,1045
1993,Azamgarh,1191.4
1994,Azamgarh,1175.8
1995,Azamgarh,673.2
1996,Azamgarh,-1
1997,Azamgarh,823.6
1998,Azamgarh,-1
1999,Azamgarh,1251.6
2000,Azamgarh,319.6
2002,Azamgarh,773.6
2004,Azamgarh,803.1
2005,Azamgarh,870.4
2006,Azamgarh,663
2007,Azamgarh,1588.6
2008,Azamgarh,932.7
2009,Azamgarh,738.4
2010,Azamgarh,553.3
2011,Azamgarh,470.9
2012,Azamgarh,657.8
2013,Azamgarh,862.4
2014,Azamgarh,561.7
2015,Azamgarh,800.6
1966,Lucknow,767.2
1967,Lucknow,1205.8
1968,Lucknow,873
1969,Lucknow,893.7
1970,Lucknow,1303
1971,Lucknow,974.7
1972,Lucknow,570.7
1973,Lucknow,866.8
1974,Lucknow,426.7
1975,Lucknow,794.4
1976,Lucknow,385.8
1977,Lucknow,562.4
1978,Lucknow,998.9
1979,Lucknow,539.1
1980,Lucknow,1945.2
1981,Lucknow,1046.5
1982,Lucknow,1031.7
1983,Lucknow,1195.5
1984,Lucknow,649.3
1985,Lucknow,1593.1
1986,Lucknow,697.5
1987,Lucknow,423.5
1988,Lucknow,1353.8
1989,Lucknow,764
1990,Lucknow,825.8
1991,Lucknow,-1
1992,Lucknow,636
1993,Lucknow,549.3
1994,Lucknow,786.6
1995,Lucknow,672.5
1996,Lucknow,-1
1997,Lucknow,808.2
1998,Lucknow,747.1
1999,Lucknow,802.7
2000,Lucknow,219.6
2002,Lucknow,135.1
2004,Lucknow,756.3
2005,Lucknow,634.6
2006,Lucknow,952
2007,Lucknow,811
2008,Lucknow,1459.4
2009,Lucknow,823.3
2010,Lucknow,383
2011,Lucknow,648.7
2012,Lucknow,753.4
2013,Lucknow,789.9
2014,Lucknow,660.4
2015,Lucknow,468.7
1966,Unnao,830.3
1967,Unnao,918.8
1969,Unnao,867.4
1970,Unnao,1118.8
1971,Unnao,1500.6
1972,Unnao,681
1973,Unnao,836.2
1974,Unnao,-1
1975,Unnao,-1
1976,Unnao,779.9
1977,Unnao,794.3
1978,Unnao,-1
1979,Unnao,-1
1980,Unnao,1645.8
1981,Unnao,938.3
1982,Unnao,1080.3
1985,Unnao,1252.9
1986,Unnao,-1
1987,Unnao,-1
1988,Unnao,921.6
1989,Unnao,740.7
